-0.594744 -2.07108 -0.7708
-0.286397 -1.94096 -0.841182

-0.286397 -1.94096 -0.841182
-0.313873 -2.28592 -0.659722

-0.313873 -2.28592 -0.659722
-0.594744 -2.07108 -0.7708

0.0334127 -1.78776 -0.852913
0.00499201 -2.15897 -0.768697

0.00499201 -2.15897 -0.768697
-0.286397 -1.94096 -0.841182

-0.286397 -1.94096 -0.841182
0.0334127 -1.78776 -0.852913

0.00499201 -2.15897 -0.768697
-0.313873 -2.28592 -0.659722

0.605753 -2.15003 -0.720879
0.308418 -2.31742 -0.630341

0.308418 -2.31742 -0.630341
0.327448 -1.99032 -0.828046

0.327448 -1.99032 -0.828046
0.605753 -2.15003 -0.720879

0.308418 -2.31742 -0.630341
0.00499201 -2.15897 -0.768697

0.00499201 -2.15897 -0.768697
0.327448 -1.99032 -0.828046

0.605753 -2.15003 -0.720879
0.669497 -2.36539 -0.479305

0.669497 -2.36539 -0.479305
0.308418 -2.31742 -0.630341

-1.54677 -1.5039 -0.768755
-1.24839 -1.30754 -0.853696

-1.24839 -1.30754 -0.853696
-1.23905 -1.69047 -0.799316

-1.23905 -1.69047 -0.799316
-1.54677 -1.5039 -0.768755

-0.921858 -1.85634 -0.809043
-0.928109 -1.48842 -0.850579

-0.928109 -1.48842 -0.850579
-0.604399 -1.70968 -0.853799

-0.604399 -1.70968 -0.853799
-0.921858 -1.85634 -0.809043

-0.921858 -1.85634 -0.809043
-1.23905 -1.69047 -0.799316

-1.23905 -1.69047 -0.799316
-0.928109 -1.48842 -0.850579

-0.286397 -1.94096 -0.841182
-0.604399 -1.70968 -0.853799

-0.604399 -1.70968 -0.853799
-0.280989 -1.56953 -0.822238

-0.280989 -1.56953 -0.822238
-0.286397 -1.94096 -0.841182

-0.594744 -2.07108 -0.7708
-0.604399 -1.70968 -0.853799

-0.594744 -2.07108 -0.7708
-0.921858 -1.85634 -0.809043

0.394185 -1.65263 -0.843689
0.327448 -1.99032 -0.828046

0.327448 -1.99032 -0.828046
0.0334127 -1.78776 -0.852913

0.0334127 -1.78776 -0.852913
0.394185 -1.65263 -0.843689

0.717362 -1.85403 -0.835689
0.327448 -1.99032 -0.828046

0.394185 -1.65263 -0.843689
0.717362 -1.85403 -0.835689

0.717362 -1.85403 -0.835689
0.605753 -2.15003 -0.720879

0.943737 -2.10814 -0.657948
0.605753 -2.15003 -0.720879

0.717362 -1.85403 -0.835689
0.943737 -2.10814 -0.657948

0.760728 -1.53248 -0.845416
1.09139 -1.79756 -0.796811

1.09139 -1.79756 -0.796811
0.717362 -1.85403 -0.835689

0.717362 -1.85403 -0.835689
0.760728 -1.53248 -0.845416

0.943737 -2.10814 -0.657948
0.669497 -2.36539 -0.479305

1.4814 -1.80899 -0.630132
1.2629 -2.06437 -0.534339

1.2629 -2.06437 -0.534339
1.09139 -1.79756 -0.796811

1.09139 -1.79756 -0.796811
1.4814 -1.80899 -0.630132

1.09139 -1.79756 -0.796811
0.943737 -2.10814 -0.657948

1.09139 -1.79756 -0.796811
1.36194 -1.56433 -0.808851

1.36194 -1.56433 -0.808851
1.4814 -1.80899 -0.630132

-1.91649 -0.969345 -0.773641
-1.57974 -1.13306 -0.844137

-1.57974 -1.13306 -0.844137
-1.8601 -1.32155 -0.681067

-1.8601 -1.32155 -0.681067
-1.91649 -0.969345 -0.773641

-1.54677 -1.5039 -0.768755
-1.57974 -1.13306 -0.844137

-1.57974 -1.13306 -0.844137
-1.24839 -1.30754 -0.853696

-1.24839 -1.30754 -0.853696
-0.928109 -1.48842 -0.850579

-1.54677 -1.5039 -0.768755
-1.8601 -1.32155 -0.681067

-0.930969 -1.11796 -0.779108
-0.928109 -1.48842 -0.850579

-1.24839 -1.30754 -0.853696
-0.930969 -1.11796 -0.779108

-0.930969 -1.11796 -0.779108
-0.606609 -1.34634 -0.786647

-0.606609 -1.34634 -0.786647
-0.928109 -1.48842 -0.850579

-0.606609 -1.34634 -0.786647
-0.604399 -1.70968 -0.853799

-0.280989 -1.56953 -0.822238
0.0334127 -1.78776 -0.852913

-0.606609 -1.34634 -0.786647
-0.280989 -1.56953 -0.822238

0.0647107 -1.44718 -0.776377
0.0334127 -1.78776 -0.852913

-0.280989 -1.56953 -0.822238
0.0647107 -1.44718 -0.776377

0.0647107 -1.44718 -0.776377
0.394185 -1.65263 -0.843689

0.422393 -1.32701 -0.754839
0.394185 -1.65263 -0.843689

0.0647107 -1.44718 -0.776377
0.422393 -1.32701 -0.754839

0.422393 -1.32701 -0.754839
0.760728 -1.53248 -0.845416

0.760728 -1.53248 -0.845416
0.394185 -1.65263 -0.843689

0.760175 -1.185 -0.760853
0.760728 -1.53248 -0.845416

0.422393 -1.32701 -0.754839
0.760175 -1.185 -0.760853

1.07577 -1.39674 -0.85124
0.760728 -1.53248 -0.845416

0.760175 -1.185 -0.760853
1.07577 -1.39674 -0.85124

1.07577 -1.39674 -0.85124
1.09139 -1.79756 -0.796811

1.07577 -1.39674 -0.85124
1.36194 -1.56433 -0.808851

1.69425 -1.46734 -0.715159
1.4814 -1.80899 -0.630132

1.36194 -1.56433 -0.808851
1.69425 -1.46734 -0.715159

1.79882 -1.10585 -0.792753
1.98408 -1.37565 -0.541525

1.98408 -1.37565 -0.541525
1.69425 -1.46734 -0.715159

1.69425 -1.46734 -0.715159
1.79882 -1.10585 -0.792753

1.44077 -1.22072 -0.851419
1.69425 -1.46734 -0.715159

1.36194 -1.56433 -0.808851
1.44077 -1.22072 -0.851419

1.79882 -1.10585 -0.792753
